id,url,entry_date,title,felt,elapsed_time,distance_in_miles,distance_in_km,description,effort_outof_5,gear,weather,calories,pace_per_mile,pace_per_km
22534100,http://www.dailymile.com/entries/22534100,2013-05-05 14:21:46,San Felasco trails,good,01:49:25,14.0000,22.5000,"Fabulous cool morning and holy smokes we have sunshine again! Trails were in good shape and packed down from the rain. These ""fast"" long runs with Dan C. are going to do wonders for my fitness.",3,Merrell Trail Glove,,1322,00:07:48.928571,00:04:51.777778
22565700,http://www.dailymile.com/entries/22565700,2013-05-06 22:40:33,The Daily,good,00:15:09,1.6600,2.7000,Barefoot. Perfectly beautiful weather.,1,,,181,00:09:07.590361,00:05:36.666667
22586808,http://www.dailymile.com/entries/22586808,2013-05-07 21:14:13,afternoon greenway run,blah,00:48:00,4.2500,6.8000,,3,New Balance Minimus MT00 green,,582,00:11:17.647059,00:07:03.529412
22621210,http://www.dailymile.com/entries/22621210,2013-05-09 11:35:33,Track workout short ladder,good,00:22:00,2.8000,4.5000,"Hard SPEED workout from the mind of Dan C. who luckily let me draft the whole way.  We had an extra 200m at the beginning with extra rest since an additional runner showed up we started over, but otherwise short rest in between.  Splits: 3 x 200m (35, 35, 36), 2 x 300m (52, 54), 2 x 400m (1:17, 1:17), 2 x 300m (57, 55), 2 x 200m (34, 34)",4,Altra Samson,,266,00:07:51.428571,00:04:53.333333
22673902,http://www.dailymile.com/entries/22673902,2013-05-12 13:32:58,San Felasco trails,alright,01:01:30,8.0000,12.9000,"Still sore from Thursday. Good run with Hutson, Stephanie, and Dan C.",3,Merrell Trail Glove,,739,00:07:41.25,00:04:46.046512
22696074,http://www.dailymile.com/entries/22696074,2013-05-13 15:57:13,sick run,tired,00:36:00,3.0000,4.8000,Bleh.,2,Merrell Trail Glove,,436,00:12:00,00:07:30
22761238,http://www.dailymile.com/entries/22761238,2013-05-16 15:26:03,Hogtown Creek Greenway,tired,00:36:50,3.0000,4.8000,,2,Merrell Trail Glove,,436,00:12:16.666667,00:07:40.416667
22813389,http://www.dailymile.com/entries/22813389,2013-05-19 14:48:13,barefoot,tired,00:10:00,0.8000,1.3000,Still sick as a dog and having a horrific on-call rotation. This is about all I could muster.,2,Barefoot,,121,00:12:30,00:07:41.538462
22838436,http://www.dailymile.com/entries/22838436,2013-05-20 19:07:15,greenway,tired,00:25:00,2.0000,3.2000,,2,Altra Superior,,303,00:12:30,00:07:48.75
22857566,http://www.dailymile.com/entries/22857566,2013-05-21 16:43:20,greenway,,00:28:00,2.5000,4.0000,Had to walk it in. Developed some pain in my left upper / outer glute and knee. Too much idle time being sick I guess.,2,Altra Superior,,339,00:11:12,00:07:00
22873823,http://www.dailymile.com/entries/22873823,2013-05-22 12:45:58,The Daily,alright,00:16:00,1.6600,2.7000,barefoot,1,Barefoot,,194,00:09:38.313253,00:05:55.555556
22873855,http://www.dailymile.com/entries/22873855,2013-05-22 12:47:33,The Daily,alright,00:15:08,1.6600,2.7000,Still feeling twiginess in the glute.  Getting almost a full day of standing at work should help.,2,VFF Bikila,,181,00:09:06.987952,00:05:36.296296
22917776,http://www.dailymile.com/entries/22917776,2013-05-24 19:43:56,Glen Springs Rd. Loop,alright,00:49:57,6.1600,9.9000,"HOT!  Considering I was just feeling ""ok"" my pace was really good. Love the new shoes - Merrell Vapor Gloves. Good things to come.",3,Merrell Vapor Glove red,,594,00:08:06.525974,00:05:02.727273
22917817,http://www.dailymile.com/entries/22917817,2013-05-24 19:49:00,greenways,alright,00:18:00,1.7500,2.8000,Merrell Vapor Gloves work well on light trails and have great traction on grass. A very versatile minimalist shoe.,2,Merrell Vapor Glove red,,218,00:10:17.142857,00:06:25.714286
22976984,http://www.dailymile.com/entries/22976984,2013-05-28 02:48:04,neighborhood,alright,00:24:00,2.5000,4.0000,,2,Merrell Vapor Glove red,,291,00:09:36,00:06:00
22976997,http://www.dailymile.com/entries/22976997,2013-05-26 16:00:00,greenways,alright,00:15:00,1.5000,2.4000,,1,,,181,00:10:00,00:06:15
22982143,http://www.dailymile.com/entries/22982143,2013-05-28 12:49:24,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,alright,00:37:00,4.0476,6.5000,,2,Altra Instinct Black,,448,00:09:08.473169,00:05:41.538462
23003804,http://www.dailymile.com/entries/23003804,2013-05-29 12:48:58,greenways,good,00:42:00,3.5000,5.6000,Things are finally getting back to normal. Very warm and humid out there!,2,Merrell Trail Glove,,509,00:12:00,00:07:30
23022777,http://www.dailymile.com/entries/23022777,2013-05-30 11:16:01,short round trip UF track,alright,00:40:00,4.3700,7.0000,plus another mile on the track.,2,Merrell Vapor Glove red,,485,00:09:09.199085,00:05:42.857143
23022908,http://www.dailymile.com/entries/23022908,2013-05-30 11:24:08,track workout ladder,alright,00:20:00,2.5000,4.0000,"Track workout short ladder. 2 x 200m (37, 42), 2 x 300m (1:00, 1:00), 2 x 400m (1:20, 1:19), 2 x 300m (1:00, 59), 2 x 200m (38, 38)",4,Merrell Vapor Glove red,,242,00:08:00,00:05:00
23711710,http://www.dailymile.com/entries/23711710,2013-07-04 14:55:28,warm up and down,alright,00:50:00,4.7500,7.6000,,2,Inov-8 Bare-X 150,,606,00:10:31.578947,00:06:34.736842
23711830,http://www.dailymile.com/entries/23711830,2013-07-04 14:59:09,Melon Run 3 mile race,alright,00:17:41,3.0000,4.8000,"Warm and humid morning! My best Melon Run performance yet in 17:41. Won my age group and brought home a nice watermelon to share with the family. Mile Splits: 6:28, 5:43, 5:31",5,Inov-8 Bare-X 150,,206,00:05:53.666667,00:03:41.041667
23729860,http://www.dailymile.com/entries/23729860,2013-07-05 14:51:46,Santa Fe water stop out-and-back,good,01:10:44,8.7700,14.1000,Hot! Enjoying my leftover (cold!) watermelon prize.,3,Altra Instinct Black,hot sunny,849,00:08:03.922463,00:05:00.992908
23743377,http://www.dailymile.com/entries/23743377,2013-07-06 12:37:44,University Ave 6mi loop,alright,01:01:31,6.2400,10.0000,Recovery run.,2,Altra Instinct Black,,739,00:09:51.50641,00:06:09.1
23643113,http://www.dailymile.com/entries/23643113,2013-07-01 02:24:30,heat training at the beach,good,01:13:00,7.6400,12.3000,"Noontime heat training on Anastasia Island, fasted run (only water and coffee in the morning). Wore long sleeves for my beach run and then cooled off in the ocean. Wore my Vapor Gloves since I didn't want to tear up my feet with a race coming up.",3,Merrell Vapor Glove red,hot sunny,885,00:09:33.298429,00:05:56.097561
23669978,http://www.dailymile.com/entries/23669978,2013-07-02 12:47:28,morning,alright,00:30:30,3.2000,5.2000,,2,VFF Bikila,,363,00:09:31.875,00:05:51.923077
23693198,http://www.dailymile.com/entries/23693198,2013-07-03 14:45:25,Glen Springs Rd. Loop,good,00:54:00,6.1600,9.9000,Wore long sleeves to get some heat training in. Hopefully it won't feel so hot at tomorrow's race!,2,Altra Instinct Black,sunny,654,00:08:45.974026,00:05:27.272727
23774136,http://www.dailymile.com/entries/23774136,2013-07-08 00:41:12,Swamp stadium Bull Gator statue roundtrip,alright,00:41:00,4.4000,7.1000,,2,Altra Samson,hot sunny,497,00:09:19.090909,00:05:46.478873
23087435,http://www.dailymile.com/entries/23087435,2013-06-02 21:28:18,All over San Felasco,good,04:52:00,25.5000,41.1000,"A long day of trail running at San Felasco in the heat wearing my Merrell Vapor Gloves. I started the morning by exploring the hiking trails on the south side of Millhopper Road. Then I followed blue blaze trail to a service road, crossed the gate into the wilderness area, and ended up on horse trails on the north side of the park. Lots of mountain bikes out today. I wandered on curvy singletrack to the north parking area to refill my water bottles and cool down. I was hot and tired by this point (3 hours in and approaching noon), so I wanted to avoid the singletrack on the way back. I needed to get to the bridges near the Soggy Bottom / CreekSide loops to hop back on the horse trails and find that gate. Never did find my way. Next time I will take a map. After getting lost, using up all my food and gels, and almost running out of water, I decided to cross the wilderness swamp that I had used in years past (follow the powerlines). I didn't need to wade through anything more than ankle-deep water (whew!). I did a lot walking during that last hour. I was glad to arrive back at my car with cold water and food waiting for me. Today was a nice adventure (despite the biting flies and ticks), and I saw a couple of hawks, a big wise old owl, some deer (including a cute little fawn), and a large herd of feral pigs. Love the Vapor Gloves.",4,Merrell Vapor Glove red,hot sunny,3541,00:11:27.058824,00:07:06.277372
23118867,http://www.dailymile.com/entries/23118867,2013-06-04 10:49:04,The Daily,blah,00:18:30,1.6600,2.7000,,2,Altra The One,,218,00:11:08.674699,00:06:51.111111
23141617,http://www.dailymile.com/entries/23141617,2013-06-05 10:58:46,morning,alright,00:32:00,3.1000,5.0000,Legs still tired and feet still a little sore from the 25-mile weekend adventure.,2,Altra The One,,388,00:10:19.354839,00:06:24
23182970,http://www.dailymile.com/entries/23182970,2013-06-07 11:24:48,first post-LASIK run,alright,01:02:00,6.1600,9.9000,This morning's moist air following the Tropical Storm felt good on my eyes. And (hee hee) no glasses fogging up.,2,VFF Bikila,,752,00:10:03.896104,00:06:15.757576
23199666,http://www.dailymile.com/entries/23199666,2013-06-08 12:08:25,8th Ave short flat,good,00:43:43,4.3000,6.9000,These Altra Instincts have over 300 miles on them.,1,Altra Instinct Black,,521,00:10:10,00:06:20.144928
23229203,http://www.dailymile.com/entries/23229203,2013-06-09 22:02:32,Glen Springs Rd. Loop,good,00:51:18,6.1600,9.9000,The humidity felt good on my eyes.,3,Altra The One,,618,00:08:19.675325,00:05:10.909091
23229311,http://www.dailymile.com/entries/23229311,2013-06-09 22:08:14,University Ave 6mi loop,alright,00:56:00,6.2400,10.0000,My schedule almost let me run with the Sunday Runday crew... almost.,2,Altra The One,,679,00:08:58.461538,00:05:36
23262867,http://www.dailymile.com/entries/23262867,2013-06-11 12:53:36,The Daily,good,00:16:30,1.6600,2.7000,Barefoot.,1,Barefoot,,194,00:09:56.385542,00:06:06.666667
23282677,http://www.dailymile.com/entries/23282677,2013-06-12 11:02:00,The Daily,,00:17:47,1.6600,2.7000,Barefoot,1,Barefoot,,206,00:10:42.771084,00:06:35.185185
23293607,http://www.dailymile.com/entries/23293607,2013-06-12 21:17:13,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,good,00:34:33,4.0476,6.5000,Hot!,3,Soft Star Moc3,,412,00:08:32.155351,00:05:18.923077
23302877,http://www.dailymile.com/entries/23302877,2013-06-13 11:24:39,short round trip UF track,alright,00:33:00,3.3700,5.4000,,1,Altra Samson,,400,00:09:47.537092,00:06:06.666667
23302924,http://www.dailymile.com/entries/23302924,2013-06-13 11:28:12,Track workout 4 x 800m,alright,00:30:00,3.5000,5.6000,"Ran what Bernd called a threshold workout. 4 x 800 with 100m recovery and we actually continued to chatter some during the workout. Tagged on a little extra mileage around the track at the end. Splits: 3:15, 3:16, 3:11, 3:08",3,,,363,00:08:34.285714,00:05:21.428571
23359223,http://www.dailymile.com/entries/23359223,2013-06-16 15:11:26,Harris Branch area ,blah,00:51:20,5.0100,8.1000,A few stiff and sore spots.,2,Merrell Vapor Glove red,,618,00:10:14.770459,00:06:20.246914
23370979,http://www.dailymile.com/entries/23370979,2013-06-17 03:03:57,Lady Bird Lake trails,good,01:10:00,7.5900,12.2000,"Exploring the paths (mostly crushed granite) on the north side of Lady Bird Lake in Austin, TX.",2,Merrell Vapor Glove red,,849,00:09:13.359684,00:05:44.262295
23409843,http://www.dailymile.com/entries/23409843,2013-06-18 23:35:51,Austin Hilton to Barton Springs Greenway,good,01:04:00,7.2500,11.7000,Austin has a great trail system! Not exactly sure how far along I went on the Barton Springs Greenway. The rocky parts were not very much fun in my Vapor Gloves so I turned around after a while and was glad to get back onto the softer paths.,3,Merrell Vapor Glove red,hot,776,00:08:49.655172,00:05:28.205128
23442876,http://www.dailymile.com/entries/23442876,2013-06-20 14:22:14,treadmill,alright,00:40:00,4.0000,6.4000,,2,Merrell Vapor Glove red,,485,00:10:00,00:06:15
23462389,http://www.dailymile.com/entries/23462389,2013-06-21 14:33:48,Harris Branch,alright,00:41:00,4.0200,6.5000,Calves were sore at the beginning. Very warm this morning.,1,Merrell Vapor Glove red,,497,00:10:11.940299,00:06:18.461538
23558050,http://www.dailymile.com/entries/23558050,2013-06-26 13:20:04,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,alright,00:33:14,4.0476,6.5000,,3,Altra The One,sunny,400,00:08:12.637612,00:05:06.769231
23575446,http://www.dailymile.com/entries/23575446,2013-06-27 11:24:06,short round trip UF track,alright,00:33:00,3.3700,5.4000,,1,Altra Samson,,400,00:09:47.537092,00:06:06.666667
23575667,http://www.dailymile.com/entries/23575667,2013-06-27 11:35:35,Track workout,alright,00:35:40,4.2500,6.8000,"Great workout with John Davis. 2 x 1600m (6:13, 6:18), 2 x 800m (3:02, 3:00).  We took a little more rest in between than originally planned (whole lap instead of 60s). I added 2 x 400m on the end (1:11, 1:12).",4,Altra Samson,,424,00:08:23.529412,00:05:14.705882
23594303,http://www.dailymile.com/entries/23594303,2013-06-28 11:09:49,early morning run,blah,01:19:00,7.5900,12.2000,Legs were sore and tired this morning.,2,Altra Instinct Black,,958,00:10:24.505929,00:06:28.52459
23610406,http://www.dailymile.com/entries/23610406,2013-06-29 12:52:59,no sidewalks,alright,01:39:00,9.0000,14.5000,At least one of the foot bridges I use on this route were washed out. Legs were still fairly sore and stiff (especially at the start).,2,Merrell Trail Glove,,1200,00:11:00,00:06:49.655172
24233908,http://www.dailymile.com/entries/24233908,2013-07-31 11:57:02,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,alright,00:38:22,4.0476,6.5000,,2,Soft Star Moc3,,460,00:09:28.732088,00:05:54.153846
26624222,http://www.dailymile.com/entries/26624222,2014-01-01 14:00:20,Glen Springs Rd. Loop,alright,00:52:47,6.1600,9.9000,Chilly with slight drizzle. Perfect for running.,3,VFF SeeYa LS,,644,00:08:34.123377,00:05:19.89899
23774260,http://www.dailymile.com/entries/23774260,2013-07-08 00:50:38,Stadium stairs,,00:13:05,1.0000,1.6000,"It was hot and very humid at 11am this morning. My plan was to try to complete an hour of stadiums, full stairs, easy pace but no stops at the top or bottom. Reality check. I only managed 13 minutes, 7 repeats. There is a lot of training opportunity here. I included extra heat training by wearing long sleeves.",3,Altra Samson,hot sunny,157,00:13:05,00:08:10.625
23804509,http://www.dailymile.com/entries/23804509,2013-07-09 12:40:06,woops,alright,00:45:55,5.0100,8.1000,"Got into this morning's run and realized that I had miscalculated the time I needed to get back to wake the kids up for their summer day camp. Had to book it home. Legs still very sore but did not feel like a hard effort even on the way back. Out and back splits: 27:16, 18:39",3,Altra Instinct Black,,545,00:09:09.9002,00:05:40.123457
23817212,http://www.dailymile.com/entries/23817212,2013-07-10 00:01:28,Brywood to 13th St,alright,00:29:00,3.1900,5.1000,I was all sweaty and nasty from helping my neighbor split wood so I went for a run after.  Legs still sore from Sunday.  First run in Merrell Bare Access (got them at Ross for 40 bucks). They are very lightweight zero drop shoes. So far so good.,2,Merrell Bare Access,,351,00:09:05.454545,00:05:41.176471
23824466,http://www.dailymile.com/entries/23824466,2013-07-10 10:31:02,The Daily,alright,00:19:43,1.6600,2.7000,,2,Soft Star Moc3,,230,00:11:52.650602,00:07:18.148148
23846490,http://www.dailymile.com/entries/23846490,2013-07-11 11:48:49,short round trip UF track,alright,00:35:00,3.3700,5.4000,,2,Altra Samson,,424,00:10:23.145401,00:06:28.888889
23846652,http://www.dailymile.com/entries/23846652,2013-07-11 11:55:50,Track workout 8 x 1200m,alright,00:51:12,6.8000,10.9000,"A good workout on already sore legs. 2 minutes rest easy jog in between each rep. Splits: 4:36, 4:40, 4:46, 4:44, 4:32, 4:36, 4:31, 4:34",4,Altra Samson,,618,00:07:31.764706,00:04:41.834862
23866260,http://www.dailymile.com/entries/23866260,2013-07-12 10:25:46,The Daily,alright,00:19:30,1.6600,2.7000,,1,Soft Star Moc3,,230,00:11:44.819277,00:07:13.333333
23885524,http://www.dailymile.com/entries/23885524,2013-07-13 14:17:58,Long run,alright,03:08:13,21.1400,34.0000,"Home to the Santa Fe water stop, back past the painted wall to campus, to Depot Ave., then to Boulware Springs water stop on the Gainesville-Hawthorne trail.",2,Altra Instinct Black,sunny,2280,00:08:54.200568,00:05:32.147059
23908570,http://www.dailymile.com/entries/23908570,2013-07-14 18:44:37,Cone Park track,alright,00:50:30,6.0000,9.7000,Ran laps while the kids played at the playground.,2,Merrell Vapor Glove red,,606,00:08:25,00:05:12.371134
23943311,http://www.dailymile.com/entries/23943311,2013-07-16 11:57:17,Santa Fe water stop out-and-back,great,01:10:11,8.7700,14.1000,"Soggy! Pushed a little on the way back. Splits: 38:57, 31:14",3,Altra The One,,849,00:08:00.159635,00:04:58.652482
23970050,http://www.dailymile.com/entries/23970050,2013-07-17 16:22:32,The Daily,blah,00:17:40,1.6000,2.6000,,1,Soft Star Moc3,,206,00:11:02.5,00:06:47.692308
23988075,http://www.dailymile.com/entries/23988075,2013-07-18 14:44:56,warmup cooldown,alright,00:30:00,3.2000,5.2000,,2,Altra Samson,,363,00:09:22.5,00:05:46.153846
23988222,http://www.dailymile.com/entries/23988222,2013-07-18 14:45:18,Track 10 x 400m,good,00:37:00,5.0000,8.1000,"Track workout with John Davis. Set up a video camera to capture our form. 10 x 400m with full lap recovery. Splits: 82, 79, 76, 75, 77, 77, 75, 78, 78, 79",4,Altra Samson,,448,00:07:24,00:04:34.074074
24030429,http://www.dailymile.com/entries/24030429,2013-07-20 23:07:26,thru campus,alright,01:06:00,6.8800,11.1000,,2,Altra Samson,,800,00:09:35.581395,00:05:56.756757
24030463,http://www.dailymile.com/entries/24030463,2013-07-20 23:10:05,Stadium stairs,,00:14:46,1.0000,1.6000,Full stairs bottom to top and back with no rest in between. Managed 8 reps before I quit. Wore long sleeves.,4,Altra Samson,,169,00:14:46,00:09:13.75
24048776,http://www.dailymile.com/entries/24048776,2013-07-22 00:22:24,Lloyd Clarke Sports group run,alright,01:45:00,12.0000,19.3000,Good group!  I added some extra miles before and after. Legs were tired and it was sloppy humid so perceived effort was high.,3,Altra Instinct Black,,1273,00:08:45,00:05:26.42487
24075208,http://www.dailymile.com/entries/24075208,2013-07-23 11:38:43,good morning run,good,01:47:50,12.6300,20.3000,A nice solid run. I like my new Merrell Bare Access shoes.,3,Merrell Bare Access,,1297,00:08:32.272367,00:05:18.719212
24117266,http://www.dailymile.com/entries/24117266,2013-07-25 11:36:47,warmup and down,alright,00:22:00,2.2500,3.6000,,1,Altra Samson,,327,00:09:46.666667,00:06:06.666667
24117387,http://www.dailymile.com/entries/24117387,2013-07-25 11:43:20,Track workout 4 x 1200m,good,00:24:02,3.7500,6.0000,"The stadium stairs are paying off. 4 x 1200m Splits: 4:12, 4:12, 4:17, 4:20",4,Altra Samson,,291,00:06:24.533333,00:04:00.333333
24136975,http://www.dailymile.com/entries/24136975,2013-07-26 11:40:50,8th Ave short flat,blah,00:45:07,4.3000,6.9000,Less sleep and hard workouts are catching up with me.,2,Altra Instinct Black,,545,00:10:29.534884,00:06:32.318841
24156505,http://www.dailymile.com/entries/24156505,2013-07-27 15:24:36,LSD,blah,02:57:44,19.4000,31.2000,Didn't get started until 8 am so it was sunny and hot by finish time at 11am. This was a tough one.,3,Merrell Bare Access,hot sunny,2146,00:09:09.690722,00:05:41.794872
24170236,http://www.dailymile.com/entries/24170236,2013-07-28 11:51:31,morning,alright,01:32:00,9.2700,14.9000,Boom. 50 mile week. Tired for sure.,2,Altra Instinct Black,,1115,00:09:55.469256,00:06:10.469799
24212877,http://www.dailymile.com/entries/24212877,2013-07-30 12:20:18,sweaty morning,alright,01:34:00,9.6700,15.6000,,2,Altra Instinct Black,,1140,00:09:43.247156,00:06:01.538462
24254190,http://www.dailymile.com/entries/24254190,2013-08-01 11:54:46,Track workout 14 x 500m,alright,00:36:46,5.2000,8.4000,"Track workout 14 x 500m with 100m recovery (40 - 50 seconds).  Average splits were around 1:50 (5:54 mile pace) which is a little slower than I wanted.  I have been feeling some systemic tiredness but I was still able to put in a good hard effort, so overall happy with the workout. Next week no track workout.",4,Altra Samson,,436,00:07:04.230769,00:04:22.619048
24256563,http://www.dailymile.com/entries/24256563,2013-08-01 13:41:22,warm up and down,alright,00:50:00,4.8600,7.8000,,2,Altra Samson,,606,00:10:17.283951,00:06:24.615385
24310725,http://www.dailymile.com/entries/24310725,2013-08-04 14:23:51,Swamp stadium Bull Gator statue roundtrip,,00:44:00,4.4000,7.1000,,2,Altra Samson,,533,00:10:00,00:06:11.830986
25426529,http://www.dailymile.com/entries/25426529,2013-10-06 13:56:47,Santa Fe water stop out-and-back,alright,01:23:00,8.7700,14.1000,,2,Altra Instinct Black,,1028,00:09:27.844926,00:05:53.191489
24310791,http://www.dailymile.com/entries/24310791,2013-08-04 14:27:37,Swamp stadium stairs,alright,00:14:30,1.0000,1.6000,"Full stairs bottom to top and back with no rest in between. Felt like I was going to pass out after the last one so I guess I pushed hard into oxygen debt. Finished 8 reps total, most reps under 1:50.",4,Altra Samson,,169,00:14:30,00:09:03.75
24328564,http://www.dailymile.com/entries/24328564,2013-08-05 11:54:02,Glen Springs Rd. Loop,good,00:52:30,6.1600,9.9000,"Legs a tiny bit sore and tired from yesterday stadium stairs, but ""normal"" runs feel like they take so much less effort now.  Passed 400 miles in my Altra Instincts.",3,Altra Instinct Black,,630,00:08:31.363636,00:05:18.181818
25650857,http://www.dailymile.com/entries/25650857,2013-10-21 10:33:03,Brywood to NW 31st Blvd ( Glen Springs Rd ) out and back,alright,00:45:10,4.0400,6.5000,,1,Soft Star Moc3,,557,00:11:10.792079,00:06:56.923077
24349686,http://www.dailymile.com/entries/24349686,2013-08-06 11:58:38,heat training,,01:25:30,9.1500,14.7000,"Sweatpants and long sleeves.  A lot of horrible smells in the air today. Between roadkill, smelly spilled garbage, and the heat training it was not my favorite running experience.",3,Merrell Bare Access,,1030,00:09:20.655738,00:05:48.979592
24370820,http://www.dailymile.com/entries/24370820,2013-08-07 12:08:14,8th Ave short flat,alright,00:43:38,4.3000,6.9000,,3,Altra Instinct Black,,521,00:10:08.837209,00:06:19.42029
24425950,http://www.dailymile.com/entries/24425950,2013-08-10 12:56:27,hill loops,alright,00:30:35,3.2000,5.2000,Stiff from taking some days off.,2,Soft Star Moc3,,369,00:09:33.4375,00:05:52.884615
24456764,http://www.dailymile.com/entries/24456764,2013-08-12 00:20:30,Cone Park track,alright,00:20:00,2.0000,3.2000,"1 mile warmup, 1 mile of stride the straights, jog the curves.",2,Merrell Vapor Glove red,,246,00:10:00,00:06:15
24484350,http://www.dailymile.com/entries/24484350,2013-08-13 12:16:47,morning,alright,01:29:00,9.1300,14.7000,Meh. Actually felt good from about 40 - 60 minutes but otherwise sore and sluggish.  Wish I could figure out how to take some days off and not end up feeling crummy afterward.,2,Altra Instinct Black,,1102,00:09:44.884995,00:06:03.265306
24523909,http://www.dailymile.com/entries/24523909,2013-08-15 11:37:56,warm up and down,good,00:50:00,5.3000,8.5000,"Included 1 mile of stride the straights, jog the curves.",2,Altra Samson,,619,00:09:26.037736,00:05:52.941176
24524049,http://www.dailymile.com/entries/24524049,2013-08-15 11:46:10,Time trial 1600m and 400m,good,00:06:45,1.2500,2.0000,"I'm well into my taper so I ran some fast time trials instead of a workout. Legs felt pretty good.  Solo 1600m in 5:16, 400m in 63s. I was hoping to go under 5 min. for the 1600m which I didn't hit but still an improvement. Happy with the 400m, getting closer to going under a minute.  1600m splits: 1:13, 1:21, 1:23, 1:19",5,Altra Samson,,74,00:05:24,00:03:22.5
24557848,http://www.dailymile.com/entries/24557848,2013-08-17 11:56:56,morning,alright,00:53:35,5.6000,9.0000,"Sore and stiff at the beginning, especially my Achilles tendons.",2,Merrell Bare Access,,656,00:09:34.107143,00:05:57.222222
24577445,http://www.dailymile.com/entries/24577445,2013-08-18 14:20:51,San Felasco,good,01:30:00,10.5000,16.9000,"Was just going to go for an easy trail run but after about 30 minutes in I felt so good that I decided to go go go, basically getting in a trail temp run. On my second loop I crossed paths with Meredith D. and ran the rest of the way with her. I feel good and ready for Friday's race.",3,New Balance Minimus MT00 green,,1115,00:08:34.285714,00:05:19.526627
24594336,http://www.dailymile.com/entries/24594336,2013-08-19 11:55:15,Brywood to NW 31st Blvd (Glen Springs Rd) out and back,alright,00:40:00,4.0476,6.5000,,2,Altra Instinct Black,,495,00:09:52.943967,00:06:09.230769
25266895,http://www.dailymile.com/entries/25266895,2013-09-26 11:54:56,miles,alright,01:33:00,9.2500,14.9000,Took the extra long way to the track this morning to get more miles.,2,Altra Samson,,1152,00:10:03.243243,00:06:14.496644
24625097,http://www.dailymile.com/entries/24625097,2013-08-20 21:54:41,real heat training,blah,00:37:25,4.1000,6.6000,"Double layers on bottom and top (thermal under layer and fleece jacket).  Hat and gloves. Body wanted to shut down at 28 minutes.  Went a little less than planned, but don't care.  Now I sit outside (still in the heat) and let the body cool itself down. Feels awful but I think it works well (like sauna training).",4,Merrell Bare Access,,458,00:09:07.560976,00:05:40.151515
24654316,http://www.dailymile.com/entries/24654316,2013-08-22 11:55:12,easy shakeout and strides,alright,00:58:00,5.8000,9.3000,Included 1 mile of strides on the track.,2,Altra Samson,,718,00:10:00,00:06:14.193548
24683678,http://www.dailymile.com/entries/24683678,2013-08-24 01:01:51,warmup and cooldown,alright,00:50:00,5.0000,8.1000,And going back and forth between the parking area and the start.,2,New Balance Minimus MT00 green,,619,00:10:00,00:06:10.37037
24684069,http://www.dailymile.com/entries/24684069,2013-08-24 01:36:14,Fit2Run 10k Cross Country Challenge race,good,00:38:16,6.2000,10.0000,"Fit2Run 10k Cross Country Challenge race. Rainy, sloppy, muddy, fun, AWESOME!  I earned 2nd overall and even got a 10k age group PR out of it with 38:16.  My NB Minimus Trail MT00 shoes did great, no trouble in the slippery sections, great traction, they drained well and didn't absorb water. Mile Splits: 6:24, 6:33, 6:22, 6:22, 6:32, 6:02 (last 1.2 miles, maybe the course was a little short?).  Thanks Dan C. for the post-race beer!",5,New Balance Minimus MT00 green,rain,470,00:06:10.322581,00:03:49.6
24706405,http://www.dailymile.com/entries/24706405,2013-08-25 14:04:54,San Felasco trails,alright,01:41:12,10.5000,16.9000,I guess this was day 1 of Ultra training. Time to start thinking about the shoes and equipment I will use for the 50k. Tried my Altra Lone Peak trail shoes thinking I might want the extra cushion but they are probably just too much shoe for me on the typical Florida trail.,3,Altra Lone Peak,,1251,00:09:38.285714,00:05:59.289941
24724062,http://www.dailymile.com/entries/24724062,2013-08-26 10:42:36,morning,good,01:19:00,9.2100,14.8000,,3,Merrell Bare Access,,978,00:08:34.65798,00:05:20.27027
24743986,http://www.dailymile.com/entries/24743986,2013-08-27 10:28:52,Brywood to NW 31st Blvd ( Glen Springs Rd ) out and back,blah,00:44:28,4.0400,6.5000,,2,Soft Star Moc3,,545,00:11:00.39604,00:06:50.461538
24785450,http://www.dailymile.com/entries/24785450,2013-08-29 12:50:52,25 mile long run,alright,04:05:40,25.0000,40.3000,"Long run in the books.  Didn't carry any water or fuel, just used water stops and chugged one bottle of Gatorade about half way through. Weighed 5 pounds lighter afterward so I definitely got behind on my intake.",3,Merrell Bare Access,,3035,00:09:49.6,00:06:05.756824
24801272,http://www.dailymile.com/entries/24801272,2013-08-30 11:20:03,another long run,good,02:04:45,13.3100,21.4000,Tired legs. Had some questionable pains in the beginning (upper left hammy in particular) but by 40 minutes in I was feeling good and loose.,3,Altra Instinct Black,,1536,00:09:22.359128,00:05:49.766355
24816572,http://www.dailymile.com/entries/24816572,2013-08-31 13:19:39,San Felasco trails to cap my first 70 mile week,alright,01:35:00,10.5000,16.9000,"Dailymile is going to show over 60 miles but really I had 70 if I count Sunday thru Saturday (today). Either way, this has been the highest mileage week of my life. Tomorrow is a rest day.  ;)",3,New Balance Minimus MT00 green,,1176,00:09:02.857143,00:05:37.278107
