id	url	timestamp	title	activity_type	felt	duration_seconds	distance	distance_units	description	effort_outof_5	gear	weather	calories
20618577	http://www.dailymile.com/entries/20618577	2013-02-01T14:45:34Z	no sidewalks	Running	alright	4709	8.81	miles	Tired legs after yesterday's workouts.	3	Merrell Trail Glove		946
20659729	http://www.dailymile.com/entries/20659729	2013-02-03T15:29:10Z	Hogtown Creek Greenway	Running	alright	2040	3	miles	Nose running like a faucet since last night.	2	Altra Superior		412
20717083	http://www.dailymile.com/entries/20717083	2013-02-06T00:03:58Z							Bleh. Sick.				
20736519	http://www.dailymile.com/entries/20736519	2013-02-06T20:01:27Z	Greenway with video camera	Running		1200	1.5	miles	Just some easy striding and captured it on video.	1	New Balance Minimus MT00 green		242
20752025	http://www.dailymile.com/entries/20752025	2013-02-07T13:00:48Z	The Daily	Running	good	831	1.66	miles	"What did I do while I was sick? Watched a lot of running videos, read some running book, and tried to determine what was up with my gait. Think I figured it out (crossover gait due to pelvis ""dipping""), started doing some drills, I feel like I have improvement already. http://www.youtube.com/watch?v=LG-xLi2m5Rc"	2	Soft Star Moc3		157
20752075	http://www.dailymile.com/entries/20752075	2013-02-07T13:03:34Z							This is the last significant gait pattern I need to correct... the rear foot and knee are rotating in due to dipping pelvis.  http://www.racepacephotos.com/Events/Veterans-Day-Fisher-House-5k/Sub-2000-finishers/26481076_LHhbZ6#!i=2211055118&k=NhrLzjN				
20790143	http://www.dailymile.com/entries/20790143	2013-02-09T13:47:25Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	1958	4.0476	miles	Not a bad average pace considering I stopped to walk a few times. I think my new gait pattern is helping. Head is still congested.	2	Altra Instinct Black		388
20810292	http://www.dailymile.com/entries/20810292	2013-02-10T13:46:46Z	no sidewalks	Running	good	4793	9	miles	Really feeling the newly activated muscles from the new gait pattern (keeping the hip from dipping in during the swing phase). Nice cool morning. Out and back splits: 39:09, 40:43	3	Merrell Trail Glove		958
20856321	http://www.dailymile.com/entries/20856321	2013-02-12T14:05:38Z	greenways	Running		2400	3.75	miles		2	Merrell Trail Glove		485
20856357	http://www.dailymile.com/entries/20856357	2013-02-12T14:07:52Z	mile trail repeats	Running	blah	517	1	miles	Heart rate and breathing were up today, still recovering from being sick I guess. Decided to stop the workout and just put in some easy miles.	4	Merrell Trail Glove		97
20881094	http://www.dailymile.com/entries/20881094	2013-02-13T15:41:54Z	Waldo Road	Running	alright	1200	2.1	miles		2	Altra Instinct 1.5		242
20881675	http://www.dailymile.com/entries/20881675	2013-02-13T16:19:27Z	Tempo on Waldo Rd. bike path	Running	blah	1204	3	miles	Got my run in between rain showers. Warm and very humid. Way off my target pace.	4	Altra Instinct 1.5		242
20898236	http://www.dailymile.com/entries/20898236	2013-02-14T12:27:34Z	short round trip UF track	Running	good	3000	5.37	miles	Plus warm up and down on the track. Cold and rainy.	1	Altra Samson	cold rain	553
20898358	http://www.dailymile.com/entries/20898358	2013-02-14T12:36:08Z	Track workout 3 x 1200m	Running	good	1370	2.75	miles	Sparse attendance today due to the cold rain and having races this weekend. I paced Caitlin through her first ever track workout.  3 x 1200m Splits: 5:23, 5:39, 5:43 (well under 8-minute per mile pace)	3	Altra Samson		266
20917876	http://www.dailymile.com/entries/20917876	2013-02-15T13:32:50Z	morning shakedown	Running	alright	1800	2.6	miles	400 miles on my Soft Star Moc3 shoes!	1	Soft Star Moc3		363
20937423	http://www.dailymile.com/entries/20937423	2013-02-16T15:54:41Z	warm up and down	Running	alright	2250	3.75	miles	Started out a little sore but loosened up pretty well before the race.	1	Altra Instinct 1.5		448
20937551	http://www.dailymile.com/entries/20937551	2013-02-16T15:59:28Z	Five Points of Life 5k	Running	good	1108	3.1	miles	Considering how my running felt this week coming off being sick, my calves were still a little sore from Thursday's track workout, and the fact that I tweaked my knee yesterday walking up some stairs, I'm very much ok with this run. I felt good. Weather was perfect. 4th overall and won my age group. Didn't get any of my splits.	5	Inov-8 Bare-X 150 orange		218
20959934	http://www.dailymile.com/entries/20959934	2013-02-17T17:07:48Z	warm up and down	Running	alright	1200	2	miles	Cold!	1	Inov-8 Bare-X 150		242
20960116	http://www.dailymile.com/entries/20960116	2013-02-17T17:17:37Z	Five Points Half Marathon	Running	good	5379	13.1	miles	No awards today which was ok with me since it meant I didn't have to stand out in the cold very long. Finish time was 1:29:39 which was just fine on a double race weekend. Five Points has a nice half marathon course. Splits: 6:32, 6:40, 6:59, 7:05, 6:58, 6:45, 6:47, 6:55, 7:11, 6:48, 6:16, 7:24, 6:35, :38.	5	Inov-8 Bare-X 150	cold	1079
21006939	http://www.dailymile.com/entries/21006939	2013-02-19T18:44:31Z	Waldo Road Greenway LSD	Running	tired	4013	7.16	miles	"Seems like a while since I took a genuinely ""easy"" effort run, going extra slow on purpose. My legs are still pretty sore from the weekend races. I think this is what I needed today. Pace is actually faster than I thought it would be. Mentally I'm a bit frustrated with my current performance plateau."	1	Merrell Trail Glove	sunny	800
21041293	http://www.dailymile.com/entries/21041293	2013-02-20T17:00:00Z	very short greenway jog	Running	alright		0.75	miles	After spending a few hours in the crawl space under our house, I was already a mess so I decided to take a short jog.  Dust and mold not making my nose and lungs happy.	1	Adidas Kanadia 3		77
21043013	http://www.dailymile.com/entries/21043013	2013-02-21T13:09:36Z	short round trip UF track	Running	good	2820	4.8	miles	Plus a few miles of warmup around the track.	1	Altra Samson	cold	570
21043174	http://www.dailymile.com/entries/21043174	2013-02-21T13:20:22Z	Track 6 x 1000m	Running	alright	1849	4.47	miles	I had a little trouble breathing this morning due to yesterday spending time in the crawl space under our house (dust and mold!).  Kept recovery short on these (200 m jog, avg. around 1:18 rest). Splits: 3:51, 3:56, 3:47, 3:51, 3:53, 3:43  (which works out to 6:20 - 5:58 per mile pace).	4	Altra Samson	cold	363
21099643	http://www.dailymile.com/entries/21099643	2013-02-24T13:21:23Z	Brywood hill loop long edition	Running	good	2665	4.85	miles	Nice misty morning. I like that I frequently see wild turkeys in our neighborhood.	2	Soft Star Moc3		533
21124643	http://www.dailymile.com/entries/21124643	2013-02-25T14:26:03Z	easy morning run	Running	alright	1530	2.77	miles		1	Altra Instinct Black		303
21173396	http://www.dailymile.com/entries/21173396	2013-02-27T18:33:35Z	work run	Running		3584	7.21	miles	I am working on two major changes to my form (hip extension and lifting the hip to keep it from dipping down).  This included a 1.5 mile temp in the middle, 8:46 (5:50 per mile pace).	3	Altra Instinct 1.5		715
21189289	http://www.dailymile.com/entries/21189289	2013-02-28T13:32:12Z	recovery	Running	alright	1710	2.9	miles	Sore glutes as expected! Just an easy recovery run.	1	Altra Superior		339
21216527	http://www.dailymile.com/entries/21216527	2013-03-01T20:30:45Z	walk and strides	Running	good	1800	2	miles	Work walk with some strides wearing my bluejeans and Sanuks to get the blood flowing and loosen up for tomorrow (Race the Tortoise!).  Also burning off just a bit of that huge bowl of Tasty Buddha fried rice I had for lunch.	1			363
21230503	http://www.dailymile.com/entries/21230503	2013-03-02T16:48:31Z	warm up and down	Running	good	2700	4.75	miles		1	Altra Instinct 1.5		545
21230618	http://www.dailymile.com/entries/21230618	2013-03-02T16:53:39Z	Race the Tortoise 5k	Running	good	1087	3.1	miles	Age group PR, Age group winner, 2nd overall with a time of 18:07.  Cold morning was great for racing.  I'm excited to see what happens after I get some real training in with my new running technique. Splits: 5:39, 6:03, 6:25 (last 1.1 mile)	5	Inov-8 Bare-X 150 orange	cold	218
21248226	http://www.dailymile.com/entries/21248226	2013-03-03T13:46:47Z	Glen Springs Rd. Loop	Running	alright	3315	6.16	miles	Recovery run.	2	Altra Instinct 1.5		667
21288484	http://www.dailymile.com/entries/21288484	2013-03-05T03:06:08Z	First night run in a while	Running	alright	3307	6.2	miles	Big dinner. Cold night. Nice run.	2	Altra Instinct 1.5		667
21301283	http://www.dailymile.com/entries/21301283	2013-03-05T19:07:47Z	work to Morningside	Running	alright	6629	12.3	miles	Beautiful day but warmed up quickly. A good day to start working on the tan. :) Ran to Morningside Nature Center and did two outer loops.	2	Merrell Trail Glove	sunny	1334
21337891	http://www.dailymile.com/entries/21337891	2013-03-07T13:02:18Z	short round trip UF track	Running	good	2400	3.8	miles	And some warmup laps around the track. COLD this morning.	1	Altra Samson		485
21338191	http://www.dailymile.com/entries/21338191	2013-03-07T13:18:55Z	Track workout	Running	good	2520	5.6	miles	"COLD morning. Did the first two intervals with the ladies, then switched over to do 8 x 500m (300m jog or about 2 minutes recovery in between). By the last three reps I was completely into oxygen debt, out of gas, form falling apart, hurting bad, but I Killed It anyway. The 500s averaged under 5:30 per mile pace which is where I need to be.
Splits: 4:56 (1200m), 3:09 (800m), 1:37, 1:41, 1:42, 1:43, 1:44, 1:47, 1:40, 1:42 (500m)."	4	Altra Samson	cold	509
21376178	http://www.dailymile.com/entries/21376178	2013-03-09T16:11:41Z	Brywood hill loop long edition	Running	alright	2719	4.85	miles		2	Soft Star Moc3		545
21414199	http://www.dailymile.com/entries/21414199	2013-03-11T10:20:09Z	Brywood hill loop long edition	Running	alright	2966	5.09	miles		2	Altra Instinct 1.5		594
21461422	http://www.dailymile.com/entries/21461422	2013-03-13T12:51:32Z	greenways	Running	alright	1800	2.75	miles		1	Altra Superior		363
21487846	http://www.dailymile.com/entries/21487846	2013-03-14T19:02:11Z	Waldo Road	Running	good	1620	3.55	miles	Sadly my headache returned after I stopped running.	3	Altra Instinct 1.5		327
21502379	http://www.dailymile.com/entries/21502379	2013-03-15T12:08:43Z	8th Ave short flat	Running	good	2400	4.5	miles	This body wants to run. I had to cut it short to get the kids ready for school. Added one 8th Ave hill.	2	Altra Instinct Black	cold	485
21523553	http://www.dailymile.com/entries/21523553	2013-03-16T16:42:29Z	warm up	Running	alright	1200	2	miles		1	Altra Instinct 1.5		242
21523565	http://www.dailymile.com/entries/21523565	2013-03-16T16:43:10Z	warm down	Running	good	1800	3	miles		2	Altra Superior		363
21523896	http://www.dailymile.com/entries/21523896	2013-03-16T04:00:00Z	Trail of Payne 10k race	Running	great	2336	6.2	miles	A great day for the Trail of Payne 10k! It was nice to finish in the overall awards (3rd) with a new age group PR of 38:56. This is almost 50 seconds faster than November's Turkey Trot even though today's run was a much tougher course (more sugar sand). The new running technique is working, I definitely felt like I was racing today. Wore my super light NB Minimus MT00 trail shoes, they are da bomb for racing. Mile splits: 6:12, 6:18, 6:24, 6:25, 6:18, 6:10	5	New Balance Minimus MT00 green	cold	460
21537473	http://www.dailymile.com/entries/21537473	2013-03-17T13:09:28Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	2412	4.0476	miles	Foggy! Definitely needed an easy recovery day after yesterday's race.	1	Soft Star Moc3		485
21554443	http://www.dailymile.com/entries/21554443	2013-03-18T02:02:59Z	Lloyd Clarke Sunday Runday	Running	good		2	miles	Met up with the Lloyd Clarke crew for Sunday Runday. I ran / walked with my daughter. She was very competitive and had a few good surges to keep from getting passed. Then a side stitch got her going up the steep hill to 8th Ave so we mostly walked back to the store. She ran almost a full mile before needing to stop. Lots of potential there. :)	1	Altra Samson		206
21584644	http://www.dailymile.com/entries/21584644	2013-03-19T16:50:33Z	Waldo Road	Running	good	3665	7.19	miles	On the grass.	2	Merrell Trail Glove		739
21640605	http://www.dailymile.com/entries/21640605	2013-03-22T12:46:25Z	morning	Running	blah	2100	3.5	miles	I planned to run longer and harder but had a strange night last night, woke up with a fever or something. Decided to just put in a few easy miles.	2	Altra Samson		424
21655050	http://www.dailymile.com/entries/21655050	2013-03-23T11:10:45Z	The Daily	Running	alright	1521	2.66	miles	Threw in a couple hard hill repeats at the end.	3	Inov-8 Bare-X 150		303
21702546	http://www.dailymile.com/entries/21702546	2013-03-25T21:20:55Z	Barton Springs greenway	Running	good	2940	4.9	miles	Rocky trails!	3	Altra Superior		594
21748286	http://www.dailymile.com/entries/21748286	2013-03-28T00:23:46Z	neighborhoods	Running	alright	2400	4	miles	Mostly on grass.	3	Altra Superior		485
21759966	http://www.dailymile.com/entries/21759966	2013-03-28T16:26:23Z	around	Running	alright	3540	6.5	miles	Took a while to warm up and get loose (back a little stiff from sleeping on a guest room bed), but felt good after about 40 minutes in.	2	Soft Star Moc3		715
21776903	http://www.dailymile.com/entries/21776903	2013-03-29T14:34:43Z	to Parmer and back	Running		2160	3.84	miles		2	Altra Superior		436
21795605	http://www.dailymile.com/entries/21795605	2013-03-30T14:33:07Z	The Daily	Running	alright	1020	1.66	miles		1	Soft Star Moc3		206
21848597	http://www.dailymile.com/entries/21848597	2013-04-02T02:25:00Z	stationary bike	Cycling	good	3000	1	miles					530
21858348	http://www.dailymile.com/entries/21858348	2013-04-02T16:10:47Z	Waldo Road	Running	alright	3000	6.01	miles	Feeling a little flat after a few crazy weeks with travel and irregular sleep / disrupted running schedule. Included a 3 mile out-and-back tempo run, Splits: 10:26 (6:57 per mile), 9:28 (6:18 per mile).  Warm enough today to get that hot dry burning mouth and throat feeling.	4	Altra Instinct 1.5	hot sunny	606
21875611	http://www.dailymile.com/entries/21875611	2013-04-03T12:44:53Z	Glen Springs Rd. Loop	Running	good	2901	6.16	miles		3	Soft Star Moc3		582
21896129	http://www.dailymile.com/entries/21896129	2013-04-04T12:19:13Z	soggy warm up and down	Running	good	4200	7.1	miles		1	Altra Samson	rain	849
21896267	http://www.dailymile.com/entries/21896267	2013-04-04T12:26:21Z	Track workout 5 x 1000m	Running	good	1773	4.1	miles	A warm rainy morning with lots of peeps showing up at the track. 5 x 1000m with 400m jog recovery. Splits: 3:54, 3:32, 3:27, 3:30, 3:29  (per mile pace range 6:16 - 5:33). Not feeling flat any longer. :)	4	Altra Samson	rain	351
21914863	http://www.dailymile.com/entries/21914863	2013-04-05T11:20:16Z	8th ave flat	Running		2220	3.57	miles		2	Altra Instinct 1.5		448
21934368	http://www.dailymile.com/entries/21934368	2013-04-06T14:38:22Z	warm up	Running	good	1200	2	miles		1	Altra Instinct 1.5		485
21934375	http://www.dailymile.com/entries/21934375	2013-04-06T14:38:43Z	warm down	Running	good	1200	2	miles		1	New Balance Minimus MT00 green		242
21934557	http://www.dailymile.com/entries/21934557	2013-04-06T14:47:10Z	Flatwoods 5k	Running	good	1107	3.1	miles	Another perfect Florida morning for racing! It feels nice to WIN a race! The Flatwoods 5k is an all around great event held at the Austin Cary Forest. Finish time was 18:27 with Splits of 6:06, 6:00, 6:24 (last 1.1 mile).	5	New Balance Minimus MT00 green		218
21956487	http://www.dailymile.com/entries/21956487	2013-04-07T16:01:09Z	no sidewalks	Running	alright	5400	9	miles	Sore calves!	3	Merrell Trail Glove		1091
22003697	http://www.dailymile.com/entries/22003697	2013-04-09T16:18:30Z	along Waldo Rd	Running	alright	2389	4.22	miles	Hot!	2	Altra Instinct 1.5	hot sunny	473
22034690	http://www.dailymile.com/entries/22034690	2013-04-11T00:25:53Z	warm up and down	Running	blah	1200	2	miles	Very warm, didn't do much warmup. Have a few tight spots in my muscles (calves, thigh) from all the high intensity running lately.	1	New Balance Minimus MT00 green		242
22034808	http://www.dailymile.com/entries/22034808	2013-04-11T00:30:48Z	LGAA 5k	Running	alright	1115	3.1	miles	Very warm. Missed my chance to beat Dan Monteau, I just couldn't get myself to go faster and push into that next level of pain. 4th overall with a time of 18:35.	5	New Balance Minimus MT00 green		218
22041709	http://www.dailymile.com/entries/22041709	2013-04-11T11:42:18Z	warmup and down	Running	alright	2520	4.4	miles		2	Altra Samson		509
22041871	http://www.dailymile.com/entries/22041871	2013-04-11T11:53:13Z	Track workout 10 x 400m	Running	alright	2040	4.75	miles	Tired and sore from last night's 5k race.  10 x 400m Splits: 1:26, 1:33, 1:31, 1:28, 1:29, 1:31, 1:31, 1:24, 1:18, 1:17	4	Altra Samson		412
22076463	http://www.dailymile.com/entries/22076463	2013-04-13T13:31:07Z	None	Running	alright	900	1	miles	Barefoot run with the kids. Beautiful day!	2	Barefoot		181
22076796	http://www.dailymile.com/entries/22076796	2013-04-13T13:49:26Z	Home to Paynes Prairie La Chua Trail	Running	good	8669	16.07	miles	Such a beautiful morning for a long run! Got lost a little bit which was ok because I ended up running all the way to the north side of Paynes Prairie and the La Chua trail which is definitely a first for me. The new park at the Railroad station on Depot Ave looks really nice. Came through campus on the way back. This was good scouting for future long runs if I ever decide to train for another marathon.	2	Altra Instinct 1.5		1746
22095800	http://www.dailymile.com/entries/22095800	2013-04-14T13:53:30Z	San Felasco trails	Running	great	5076	10.4	miles	Felt terrific and pushed the pace a little. One yellow loop (46:02 for 5.6 miles) and one blue loop (38:34 for 4.8 miles).	3	Merrell Trail Glove		1018
22143338	http://www.dailymile.com/entries/22143338	2013-04-16T16:54:57Z	Waldo Rd to Sweetwater Preserve west trails	Running	blah	4800	8	miles	3.4 miles to the trailhead from work. My first time on the West trails of Sweetwater Preserve, found some nice singletrack. Felt miserably hot out there today, hard to believe it's only the low 80s.	3	Altra Instinct Black	hot sunny	970
22184961	http://www.dailymile.com/entries/22184961	2013-04-18T11:48:02Z	warm up and down	Running	alright	2400	4.5	miles	Included three laps on the track barefoot.	1	Altra Samson		485
22185011	http://www.dailymile.com/entries/22185011	2013-04-18T11:52:07Z	easy track work	Running	good	1200	2.25	miles	20 minutes of stride the straights, jog the curves. Didn't keep track of laps or distance. Had a nice chat with Daniel Akers about all things running.	2	Altra Samson		242
22204314	http://www.dailymile.com/entries/22204314	2013-04-19T12:43:53Z	greenway singletrack	Running	good	2520	4	miles		1	Merrell Trail Glove		509
22224969	http://www.dailymile.com/entries/22224969	2013-04-20T17:30:16Z	warm up	Running	good	1980	3.3	miles		2	Altra Instinct 1.5		400
22225155	http://www.dailymile.com/entries/22225155	2013-04-20T17:36:04Z	keeping warm	Running		1800	3	miles	After the race, I did some warm down and kept going a bit to try and keep warm on this cold, wet day.	2	Inov-8 Bare-X 150	rain	363
22225305	http://www.dailymile.com/entries/22225305	2013-04-20T17:42:44Z	Fallen Heroes 5k	Running	great	1057	3.1	miles	Cold. Rainy. AWESOME! Huge age group PR for me at the Fallen Heroes 5k with a finish time of something like 17:37. My mini-taper seems to have payed off. Brought home a nice bunch of gift cards since I won overall and they gave me age group winner, too.	5	Inov-8 Bare-X 150	rain	206
22237555	http://www.dailymile.com/entries/22237555	2013-04-21T12:20:05Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	2520	4.0476	miles	Stiff and sore after yesterday's effort.	1	Soft Star Moc3		509
22258855	http://www.dailymile.com/entries/22258855	2013-04-22T10:37:22Z	morning	Running	alright	1660	2.73	miles		1	Altra Instinct 1.5		327
22307493	http://www.dailymile.com/entries/22307493	2013-04-24T12:35:58Z	Hogtown Creek Greenway	Running	good	2160	3.4	miles		1	Merrell Trail Glove		436
22329320	http://www.dailymile.com/entries/22329320	2013-04-25T12:42:53Z	greenways	Running	good	1860	3	miles	These last few mornings have been gorgeous!	1	Merrell Trail Glove		376
22368655	http://www.dailymile.com/entries/22368655	2013-04-27T15:18:11Z	San Felasco Trails	Running	good	6480	13.8	miles	Nice trail run with Dan C.  Hope to make this Saturday morning trail run a regular thing.	3	Merrell Trail Glove		1309
22403854	http://www.dailymile.com/entries/22403854	2013-04-29T01:09:40Z	University Ave 6mi loop	Running	good	3040	6.24	miles	"First run in new Altra ""The One"" shoes.  Hard not to go fast in new speedy shoes."	3	Altra The One		606
22478048	http://www.dailymile.com/entries/22478048	2013-05-02T10:41:57Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	2382	4.0476	miles	Some sinus stuff going on.  Nice morning run with some occasional raindrops.	2	VFF Bikila		473
22508525	http://www.dailymile.com/entries/22508525	2013-05-03T23:38:42Z	Santa Fe water stop out-and-back	Running	good	4170	8.77	miles	Really nice damp cool evening.  Too bad my VFF tore holes in my feet. Surged the hills on the way back into a gusty headwind.	3			836
22534100	http://www.dailymile.com/entries/22534100	2013-05-05T14:21:46Z	San Felasco trails	Running	good	6565	14	miles	"Fabulous cool morning and holy smokes we have sunshine again! Trails were in good shape and packed down from the rain. These ""fast"" long runs with Dan C. are going to do wonders for my fitness."	3	Merrell Trail Glove		1322
22565700	http://www.dailymile.com/entries/22565700	2013-05-06T22:40:33Z	The Daily	Running	good	909	1.66	miles	Barefoot. Perfectly beautiful weather.	1			181
22586808	http://www.dailymile.com/entries/22586808	2013-05-07T21:14:13Z	afternoon greenway run	Running	blah	2880	4.25	miles		3	New Balance Minimus MT00 green		582
22606622	http://www.dailymile.com/entries/22606622	2013-05-08T17:33:13Z	Waldo Road	Running	blah	3900	7.19	miles		2	Altra Instinct Black		788
22621058	http://www.dailymile.com/entries/22621058	2013-05-09T11:24:21Z	short round trip UF track	Running	alright		4.37	miles	And about a mile of warmup on the track, including a few intervals with the early group.	2	Altra Samson		450
22621210	http://www.dailymile.com/entries/22621210	2013-05-09T11:35:33Z	Track workout short ladder	Running	good	1320	2.8	miles	Hard SPEED workout from the mind of Dan C. who luckily let me draft the whole way.  We had an extra 200m at the beginning with extra rest since an additional runner showed up we started over, but otherwise short rest in between.  Splits: 3 x 200m (35, 35, 36), 2 x 300m (52, 54), 2 x 400m (1:17, 1:17), 2 x 300m (57, 55), 2 x 200m (34, 34)	4	Altra Samson		266
22673902	http://www.dailymile.com/entries/22673902	2013-05-12T13:32:58Z	San Felasco trails	Running	alright	3690	8	miles	Still sore from Thursday. Good run with Hutson, Stephanie, and Dan C.	3	Merrell Trail Glove		739
22696074	http://www.dailymile.com/entries/22696074	2013-05-13T15:57:13Z	sick run	Running	tired	2160	3	miles	Bleh.	2	Merrell Trail Glove		436
22761238	http://www.dailymile.com/entries/22761238	2013-05-16T15:26:03Z	Hogtown Creek Greenway	Running	tired	2210	3	miles		2	Merrell Trail Glove		436
22813389	http://www.dailymile.com/entries/22813389	2013-05-19T14:48:13Z	barefoot	Running	tired	600	0.8	miles	Still sick as a dog and having a horrific on-call rotation. This is about all I could muster.	2	Barefoot		121
22838436	http://www.dailymile.com/entries/22838436	2013-05-20T19:07:15Z	greenway	Running	tired	1500	2	miles		2	Altra Superior		303
22857566	http://www.dailymile.com/entries/22857566	2013-05-21T16:43:20Z	greenway	Running		1680	2.5	miles	Had to walk it in. Developed some pain in my left upper / outer glute and knee. Too much idle time being sick I guess.	2	Altra Superior		339
22873823	http://www.dailymile.com/entries/22873823	2013-05-22T12:45:58Z	The Daily	Running	alright	960	1.66	miles	barefoot	1	Barefoot		194
22873855	http://www.dailymile.com/entries/22873855	2013-05-22T12:47:33Z	The Daily	Running	alright	908	1.66	miles	Still feeling twiginess in the glute.  Getting almost a full day of standing at work should help.	2	VFF Bikila		181
22893405	http://www.dailymile.com/entries/22893405	2013-05-23T13:04:12Z	Brywood hill loop long edition	Running	good	2798	5.09	miles	A lot better but still a lot of sick recovery to go.	2	Soft Star Moc3		557
22917749	http://www.dailymile.com/entries/22917749	2013-05-24T19:41:33Z							"New Shoes! Merrell Vapor Glove. Did my first run(s) in them today.  Probably the best ""first impression"" of any minimalist shoe I have tried."				
22917776	http://www.dailymile.com/entries/22917776	2013-05-24T19:43:56Z	Glen Springs Rd. Loop	Running	alright	2997	6.16	miles	"HOT!  Considering I was just feeling ""ok"" my pace was really good. Love the new shoes - Merrell Vapor Gloves. Good things to come."	3	Merrell Vapor Glove red		594
22917817	http://www.dailymile.com/entries/22917817	2013-05-24T19:49:00Z	greenways	Running	alright	1080	1.75	miles	Merrell Vapor Gloves work well on light trails and have great traction on grass. A very versatile minimalist shoe.	2	Merrell Vapor Glove red		218
22976984	http://www.dailymile.com/entries/22976984	2013-05-28T02:48:04Z	neighborhood	Running	alright	1440	2.5	miles		2	Merrell Vapor Glove red		291
22976997	http://www.dailymile.com/entries/22976997	2013-05-26T16:00:00Z	greenways	Running	alright	900	1.5	miles		1			181
22982143	http://www.dailymile.com/entries/22982143	2013-05-28T12:49:24Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	2220	4.0476	miles		2	Altra Instinct Black		448
23003804	http://www.dailymile.com/entries/23003804	2013-05-29T12:48:58Z	greenways	Running	good	2520	3.5	miles	Things are finally getting back to normal. Very warm and humid out there!	2	Merrell Trail Glove		509
23022777	http://www.dailymile.com/entries/23022777	2013-05-30T11:16:01Z	short round trip UF track	Running	alright	2400	4.37	miles	plus another mile on the track.	2	Merrell Vapor Glove red		485
23022908	http://www.dailymile.com/entries/23022908	2013-05-30T11:24:08Z	track workout ladder	Running	alright	1200	2.5	miles	Track workout short ladder. 2 x 200m (37, 42), 2 x 300m (1:00, 1:00), 2 x 400m (1:20, 1:19), 2 x 300m (1:00, 59), 2 x 200m (38, 38)	4	Merrell Vapor Glove red		242
23043651	http://www.dailymile.com/entries/23043651	2013-05-31T12:54:25Z	morning run	Running	alright	3240	5.5	miles		3	Merrell Trail Glove		654
23087435	http://www.dailymile.com/entries/23087435	2013-06-02T21:28:18Z	All over San Felasco	Running	good	17520	25.5	miles	A long day of trail running at San Felasco in the heat wearing my Merrell Vapor Gloves. I started the morning by exploring the hiking trails on the south side of Millhopper Road. Then I followed blue blaze trail to a service road, crossed the gate into the wilderness area, and ended up on horse trails on the north side of the park. Lots of mountain bikes out today. I wandered on curvy singletrack to the north parking area to refill my water bottles and cool down. I was hot and tired by this point (3 hours in and approaching noon), so I wanted to avoid the singletrack on the way back. I needed to get to the bridges near the Soggy Bottom / CreekSide loops to hop back on the horse trails and find that gate. Never did find my way. Next time I will take a map. After getting lost, using up all my food and gels, and almost running out of water, I decided to cross the wilderness swamp that I had used in years past (follow the powerlines). I didn't need to wade through anything more than ankle-deep water (whew!). I did a lot walking during that last hour. I was glad to arrive back at my car with cold water and food waiting for me. Today was a nice adventure (despite the biting flies and ticks), and I saw a couple of hawks, a big wise old owl, some deer (including a cute little fawn), and a large herd of feral pigs. Love the Vapor Gloves.	4	Merrell Vapor Glove red	hot sunny	3541
23118867	http://www.dailymile.com/entries/23118867	2013-06-04T10:49:04Z	The Daily	Running	blah	1110	1.66	miles		2	Altra The One		218
23141617	http://www.dailymile.com/entries/23141617	2013-06-05T10:58:46Z	morning	Running	alright	1920	3.1	miles	Legs still tired and feet still a little sore from the 25-mile weekend adventure.	2	Altra The One		388
23182970	http://www.dailymile.com/entries/23182970	2013-06-07T11:24:48Z	first post-LASIK run	Running	alright	3720	6.16	miles	This morning's moist air following the Tropical Storm felt good on my eyes. And (hee hee) no glasses fogging up.	2	VFF Bikila		752
23199666	http://www.dailymile.com/entries/23199666	2013-06-08T12:08:25Z	8th Ave short flat	Running	good	2623	4.3	miles	These Altra Instincts have over 300 miles on them.	1	Altra Instinct Black		521
23229203	http://www.dailymile.com/entries/23229203	2013-06-09T22:02:32Z	Glen Springs Rd. Loop	Running	good	3078	6.16	miles	The humidity felt good on my eyes.	3	Altra The One		618
23229311	http://www.dailymile.com/entries/23229311	2013-06-09T22:08:14Z	University Ave 6mi loop	Running	alright	3360	6.24	miles	My schedule almost let me run with the Sunday Runday crew... almost.	2	Altra The One		679
23262867	http://www.dailymile.com/entries/23262867	2013-06-11T12:53:36Z	The Daily	Running	good	990	1.66	miles	Barefoot.	1	Barefoot		194
23282677	http://www.dailymile.com/entries/23282677	2013-06-12T11:02:00Z	The Daily	Running		1067	1.66	miles	Barefoot	1	Barefoot		206
23293607	http://www.dailymile.com/entries/23293607	2013-06-12T21:17:13Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	good	2073	4.0476	miles	Hot!	3	Soft Star Moc3		412
23302877	http://www.dailymile.com/entries/23302877	2013-06-13T11:24:39Z	short round trip UF track	Running	alright	1980	3.37	miles		1	Altra Samson		400
